gene_id,gene_name,cat_no,uniprot,compound_name,target_class,primary_target,primary_action
ENSG00000156110,ADK,5270,P55263,Toyocamycin,Other Pharmacology,Antibiotics,Other
ENSG00000156650,KAT6B,6692,Q8WYB5,WM 1119,Enzymes,Histone Acetyltransferases,Inhibitor
ENSG00000156113,KCNMA1,2006,Q12791,Paxilline,Enzymes,Ca2+-ATPase,Blocker
ENSG00000156113,KCNMA1,4788,Q12791,NS 11021,Ion Channels,Ca2+-Activated Potassium Channels,Activator
ENSG00000156113,KCNMA1,4949,Q12791,MaxiPost,Ion Channels,Voltage-Gated Potassium Channels,Modulator
ENSG00000156113,KCNMA1,5276,Q12791,NS 19504,Ion Channels,Ca2+-Activated Potassium Channels,Activator
ENSG00000204033,LRIT2,NA,NA,NA,NA,NA,NA
ENSG00000148604,RGR,NA,NA,NA,NA,NA,NA
ENSG00000182771,GRID1,NA,NA,NA,NA,NA,NA
ENSG00000107779,BMPR1A,6053,P36894,LDN 193189 dihydrochloride,Enzyme-Linked Receptors,BMP and Other Activin Receptors,Inhibitor
ENSG00000182333,LIPF,NA,NA,NA,NA,NA,NA
ENSG00000204021,LIPK,NA,NA,NA,NA,NA,NA
ENSG00000204020,LIPN,NA,NA,NA,NA,NA,NA
ENSG00000173239,LIPM,NA,NA,NA,NA,NA,NA
ENSG00000152766,ANKRD22,NA,NA,NA,NA,NA,NA
ENSG00000107796,ACTA2,NA,NA,NA,NA,NA,NA
ENSG00000138135,CH25H,NA,NA,NA,NA,NA,NA
ENSG00000107798,LIPA,6098,P38571,Lalistat 1,Enzymes,Lysosomal Acid Lipase (LAL),Inhibitor
ENSG00000107798,LIPA,6099,P38571,Lalistat 2,Enzymes,Lysosomal Acid Lipase (LAL),Inhibitor
ENSG00000152779,SLC16A12,5029,Q6ZSM3,CHC,Transporters,Monocarboxylate Transporters,Inhibitor
ENSG00000148680,HTR7,0937,P34969,Pimozide,7-TM Receptors,Non-selective Dopamine,Antagonist
ENSG00000148680,HTR7,1612,P34969,SB 269970 hydrochloride,7-TM Receptors,5-HT7 Receptors,Antagonist
ENSG00000148680,HTR7,2726,P34969,SB 258719 hydrochloride,7-TM Receptors,5-HT7 Receptors,Antagonist
ENSG00000180628,PCGF5,NA,NA,NA,NA,NA,NA
ENSG00000165338,HECTD2,NA,NA,NA,NA,NA,NA
ENSG00000107854,TNKS2,3748,Q9H2K2,XAV 939,Enzymes,Tankyrase,Inhibitor
ENSG00000095564,BTAF1,NA,NA,NA,NA,NA,NA
ENSG00000138160,KIF11,1305,P52732,Monastrol,Enzymes,Kinesin,Inhibitor
ENSG00000138160,KIF11,5408,P52732,Ispinesib,Enzymes,Kinesin,Inhibitor
ENSG00000186188,FFAR4,4601,Q5NUL3,TUG 891,7-TM Receptors,Free Fatty Acid Receptors,Agonist
ENSG00000186188,FFAR4,5256,Q5NUL3,AH 7614,7-TM Receptors,Free Fatty Acid Receptors,Antagonist
ENSG00000186188,FFAR4,5257,Q5NUL3,GSK 137647,7-TM Receptors,Free Fatty Acid Receptors,Agonist
ENSG00000095464,PDE6C,NA,NA,NA,NA,NA,NA
ENSG00000119969,HELLS,NA,NA,NA,NA,NA,NA
ENSG00000108242,CYP2C18,NA,NA,NA,NA,NA,NA
ENSG00000276490,AL583836.1,NA,NA,NA,NA,NA,NA
ENSG00000165841,CYP2C19,NA,NA,NA,NA,NA,NA
ENSG00000138109,CYP2C9,NA,NA,NA,NA,NA,NA
ENSG00000107443,CCNJ,NA,NA,NA,NA,NA,NA
ENSG00000095587,TLL2,NA,NA,NA,NA,NA,NA
ENSG00000120057,SFRP5,NA,NA,NA,NA,NA,NA
ENSG00000138131,LOXL4,NA,NA,NA,NA,NA,NA
ENSG00000023839,ABCC2,NA,NA,NA,NA,NA,NA
ENSG00000213341,CHUK,1580,O15111,Purvalanol A,Enzymes,Cyclin-dependent Kinase,Inhibitor
ENSG00000213341,CHUK,2539,O15111,IKK 16,Enzymes,IkB Kinase,Inhibitor
ENSG00000213341,CHUK,2559,O15111,TPCA-1,Enzymes,IkB Kinase,Inhibitor
ENSG00000107593,PKD2L1,NA,NA,NA,NA,NA,NA
ENSG00000099194,SCD,4845,O00767,A 939572,Enzymes,Stearoyl-CoA 9-desaturase,Inhibitor
ENSG00000107831,FGF8,NA,NA,NA,NA,NA,NA
ENSG00000107862,GBF1,NA,NA,NA,NA,NA,NA
ENSG00000077150,NFKB2,3253,Q00653,Triptolide,Enzymes,RNA/DNA Polymerase,Other
ENSG00000077150,NFKB2,5309,Q00653,SP 100030,Cell biology,NF-kB/IkB,Inhibitor
ENSG00000059915,PSD,NA,NA,NA,NA,NA,NA
ENSG00000138107,ACTR1A,NA,NA,NA,NA,NA,NA
ENSG00000138175,ARL3,NA,NA,NA,NA,NA,NA
ENSG00000156374,PCGF6,NA,NA,NA,NA,NA,NA
ENSG00000065613,SLK,NA,NA,NA,NA,NA,NA
ENSG00000150594,ADRA2A,2018,P08913,Mirtazapine,7-TM Receptors,Non-selective 5-HT2,Antagonist
ENSG00000150594,ADRA2A,2749,P08913,Dexmedetomidine hydrochloride,7-TM Receptors,Adrenergic Alpha-2 Receptors,Agonist
ENSG00000150594,ADRA2A,2758,P08913,B-HT 933 dihydrochloride,7-TM Receptors,Adrenergic Alpha-2 Receptors,Agonist
ENSG00000150594,ADRA2A,2937,P08913,Atipamezole hydrochloride,7-TM Receptors,Adrenergic Alpha-2 Receptors,Antagonist
ENSG00000150594,ADRA2A,3866,P08913,SKF 86466 hydrochloride,7-TM Receptors,Adrenergic Alpha-2 Receptors,Antagonist
ENSG00000150594,ADRA2A,5160,P08913,Medetomidine hydrochloride,7-TM Receptors,Adrenergic Alpha-2 Receptors,Agonist
ENSG00000043591,ADRB1,0950,P08588,Xamoterol hemifumarate,7-TM Receptors,Adrenergic Beta-1 Receptors,Agonist
ENSG00000043591,ADRB1,0993,P08588,Cyanopindolol hemifumarate,7-TM Receptors,5-HT1A Receptors,Antagonist
ENSG00000043591,ADRB1,2685,P08588,Carvedilol,7-TM Receptors,Non-selective Adrenergic Beta Receptors,Antagonist
ENSG00000043591,ADRB1,3256,P08588,Metoprolol tartrate,7-TM Receptors,Adrenergic Beta-1 Receptors,Antagonist
ENSG00000186795,KCNK18,NA,NA,NA,NA,NA,NA
ENSG00000165646,SLC18A2,NA,NA,NA,NA,NA,NA
ENSG00000119973,PRLHR,NA,NA,NA,NA,NA,NA
ENSG00000198873,GRK5,NA,NA,NA,NA,NA,NA
ENSG00000148908,RGS10,NA,NA,NA,NA,NA,NA
ENSG00000198825,INPP5F,NA,NA,NA,NA,NA,NA
ENSG00000066468,FGFR2,NA,NA,NA,NA,NA,NA
ENSG00000138162,TACC2,NA,NA,NA,NA,NA,NA
ENSG00000187908,DMBT1,NA,NA,NA,NA,NA,NA
ENSG00000138161,CUZD1,NA,NA,NA,NA,NA,NA
ENSG00000286088,AC073585.1,NA,NA,NA,NA,NA,NA
ENSG00000196177,ACADSB,2815,P45954,"Valproic acid, sodium salt",Enzymes,Non-selective HDACs,Inhibitor
ENSG00000065154,OAT,NA,NA,NA,NA,NA,NA
ENSG00000154485,MMP21,NA,NA,NA,NA,NA,NA
ENSG00000089876,DHX32,NA,NA,NA,NA,NA,NA
ENSG00000148848,ADAM12,NA,NA,NA,NA,NA,NA
ENSG00000171813,PWWP2B,NA,NA,NA,NA,NA,NA
ENSG00000197177,ADGRA1,NA,NA,NA,NA,NA,NA
ENSG00000151651,ADAM8,NA,NA,NA,NA,NA,NA
ENSG00000148832,PAOX,NA,NA,NA,NA,NA,NA
ENSG00000254536,AL360181.3,NA,NA,NA,NA,NA,NA
ENSG00000214279,SCART1,NA,NA,NA,NA,NA,NA
ENSG00000130649,CYP2E1,NA,NA,NA,NA,NA,NA
ENSG00000142082,SIRT3,NA,NA,NA,NA,NA,NA
ENSG00000174885,NLRP6,NA,NA,NA,NA,NA,NA
ENSG00000185101,ANO9,NA,NA,NA,NA,NA,NA
ENSG00000174775,HRAS,NA,NA,NA,NA,NA,NA
ENSG00000069696,DRD4,NA,NA,NA,NA,NA,NA
ENSG00000174672,BRSK2,NA,NA,NA,NA,NA,NA
ENSG00000180176,TH,NA,NA,NA,NA,NA,NA
ENSG00000070985,TRPM5,NA,NA,NA,NA,NA,NA
ENSG00000053918,KCNQ1,1999,P51787,Linopirdine dihydrochloride,Ion Channels,Voltage-Gated Potassium Channels,Blocker
ENSG00000053918,KCNQ1,4777,P51787,ML 277,Ion Channels,Voltage-Gated Potassium Channels,Activator
ENSG00000053918,KCNQ1,5011,P51787,HMR 1556,Ion Channels,Voltage-Gated Potassium Channels,Blocker
ENSG00000053918,KCNQ1,5083,P51787,QO 58,Ion Channels,Voltage-Gated Potassium Channels,Activator
ENSG00000129757,CDKN1C,NA,NA,NA,NA,NA,NA
ENSG00000182170,MRGPRG,NA,NA,NA,NA,NA,NA
ENSG00000184350,MRGPRE,NA,NA,NA,NA,NA,NA
ENSG00000129749,CHRNA10,NA,NA,NA,NA,NA,NA
ENSG00000177105,RHOG,NA,NA,NA,NA,NA,NA
ENSG00000280021,OR51F1,NA,NA,NA,NA,NA,NA
ENSG00000184478,OR56A3,NA,NA,NA,NA,NA,NA
ENSG00000183389,OR56A4,NA,NA,NA,NA,NA,NA
ENSG00000132259,CNGA4,NA,NA,NA,NA,NA,NA
ENSG00000110148,CCKBR,1408,P32239,YM 022,7-TM Receptors,CCK2 Receptor,Antagonist
ENSG00000110148,CCKBR,2607,P32239,CI 988,7-TM Receptors,CCK2 Receptor,Antagonist
ENSG00000110148,CCKBR,2767,P32239,"L-365,260",7-TM Receptors,CCK2 Receptor,Antagonist
ENSG00000110169,HPX,NA,NA,NA,NA,NA,NA
ENSG00000166333,ILK,NA,NA,NA,NA,NA,NA
ENSG00000158077,NLRP14,NA,NA,NA,NA,NA,NA
ENSG00000182261,NLRP10,NA,NA,NA,NA,NA,NA
ENSG00000130413,STK33,4880,Q9BYT3,ML 281,Enzymes,Other Kinases,Inhibitor
ENSG00000184014,DENND5A,NA,NA,NA,NA,NA,NA
ENSG00000166483,WEE1,NA,NA,NA,NA,NA,NA
ENSG00000254598,CSNK2A3,2275,Q8NEV1,TBB,Enzymes,Casein Kinase 2,Inhibitor
ENSG00000170242,USP47,NA,NA,NA,NA,NA,NA
ENSG00000133816,MICAL2,NA,NA,NA,NA,NA,NA
ENSG00000133818,RRAS2,NA,NA,NA,NA,NA,NA
ENSG00000152270,PDE3B,NA,NA,NA,NA,NA,NA
ENSG00000186104,CYP2R1,NA,NA,NA,NA,NA,NA
ENSG00000011405,PIK3C2A,NA,NA,NA,NA,NA,NA
ENSG00000187486,KCNJ11,0911,Q14654,Glibenclamide,Ion Channels,Inward rectifier Potassium Channels,Blocker
ENSG00000187486,KCNJ11,2095,Q14654,PNU 37883 hydrochloride,Ion Channels,Inward rectifier Potassium Channels,Blocker
ENSG00000006071,ABCC8,0911,Q09428,Glibenclamide,Ion Channels,Inward rectifier Potassium Channels,Blocker
ENSG00000129159,KCNC1,NA,NA,NA,NA,NA,NA
ENSG00000129167,TPH1,5871,P17752,pCPA methyl ester hydrochloride,Enzymes,Hydroxylases,Inhibitor
ENSG00000179826,MRGPRX3,NA,NA,NA,NA,NA,NA
ENSG00000179817,MRGPRX4,NA,NA,NA,NA,NA,NA
ENSG00000134333,LDHA,5189,P00338,GSK 2837808A,Enzymes,Lactate Dehydrogenase A,Inhibitor
ENSG00000134333,LDHA,5363,P00338,NHI 2,Enzymes,Lactate Dehydrogenase A,Inhibitor
ENSG00000166796,LDHC,NA,NA,NA,NA,NA,NA
ENSG00000170255,MRGPRX1,NA,NA,NA,NA,NA,NA
ENSG00000183695,MRGPRX2,6351,Q96LB1,(R)-ZINC 3573,7-TM Receptors,Mas-related G Protein-Coupled Receptors,Agonist
ENSG00000185238,PRMT3,NA,NA,NA,NA,NA,NA
ENSG00000165970,SLC6A5,4782,Q9Y345,Org 25543 hydrochloride,Transporters,Glycine Transporters,Inhibitor
ENSG00000165970,SLC6A5,5586,Q9Y345,Yoda 1,Ion Channels,Piezo Channels,Activator
ENSG00000171714,ANO5,NA,NA,NA,NA,NA,NA
ENSG00000134343,ANO3,NA,NA,NA,NA,NA,NA
ENSG00000121621,KIF18A,NA,NA,NA,NA,NA,NA
ENSG00000182255,KCNA4,NA,NA,NA,NA,NA,NA
ENSG00000110422,HIPK3,NA,NA,NA,NA,NA,NA
ENSG00000135374,ELF5,NA,NA,NA,NA,NA,NA
ENSG00000135373,EHF,NA,NA,NA,NA,NA,NA
ENSG00000110436,SLC1A2,1223,P43004,DL-TBOA,Transporters,Glutamate Transporters,Inhibitor
ENSG00000110436,SLC1A2,2652,P43004,WAY 213613,Transporters,Glutamate Transporters,Inhibitor
ENSG00000110436,SLC1A2,6578,P43004,GT 949,Transporters,Glutamate Transporters,Modulator
ENSG00000149090,PAMR1,NA,NA,NA,NA,NA,NA
ENSG00000148948,LRRC4C,NA,NA,NA,NA,NA,NA
ENSG00000149084,HSD17B12,NA,NA,NA,NA,NA,NA
ENSG00000157613,CREB3L1,NA,NA,NA,NA,NA,NA
ENSG00000149091,DGKZ,NA,NA,NA,NA,NA,NA
ENSG00000180720,CHRM4,0909,P08173,Tropicamide,7-TM Receptors,M4 Receptors,Antagonist
ENSG00000180720,CHRM4,1671,P08173,PD 102807,7-TM Receptors,M4 Receptors,Antagonist
ENSG00000180720,CHRM4,3383,P08173,VU 152100,7-TM Receptors,M4 Receptors,Modulator
ENSG00000180720,CHRM4,3569,P08173,Xanomeline oxalate,7-TM Receptors,M1 Receptors,Agonist
ENSG00000180720,CHRM4,7027,P08173,LY 2033298,7-TM Receptors,M4 Receptors,Modulator
ENSG00000180210,F2,1637,P00734,Argatroban,Enzymes,Other Proteases,Inhibitor
ENSG00000149182,ARFGAP2,NA,NA,NA,NA,NA,NA
ENSG00000025434,NR1H3,2474,Q13133,GW 3965 hydrochloride,Nuclear Receptors,LXR-like Receptors,Agonist
ENSG00000025434,NR1H3,5694,Q13133,GSK 2033,Nuclear Receptors,LXR-like Receptors,Antagonist
ENSG00000025434,NR1H3,5854,Q13133,SR 9238,Nuclear Receptors,LXR-like Receptors,Inverse Agonist
ENSG00000025434,NR1H3,5951,Q13133,WAY 252623,Nuclear Receptors,LXR-like Receptors,Agonist
ENSG00000066336,SPI1,NA,NA,NA,NA,NA,NA
ENSG00000181718,OR5T2,NA,NA,NA,NA,NA,NA
ENSG00000172489,OR5T3,NA,NA,NA,NA,NA,NA
ENSG00000181698,OR5T1,NA,NA,NA,NA,NA,NA
ENSG00000174914,OR9G1,NA,NA,NA,NA,NA,NA
ENSG00000134817,APLNR,NA,NA,NA,NA,NA,NA
ENSG00000109991,P2RX3,NA,NA,NA,NA,NA,NA
ENSG00000186907,RTN4RL2,NA,NA,NA,NA,NA,NA
ENSG00000149131,SERPING1,NA,NA,NA,NA,NA,NA
ENSG00000233436,BTBD18,NA,NA,NA,NA,NA,NA
ENSG00000183134,PTGDR2,NA,NA,NA,NA,NA,NA
ENSG00000013725,CD6,NA,NA,NA,NA,NA,NA
ENSG00000110448,CD5,NA,NA,NA,NA,NA,NA
ENSG00000134824,FADS2,4189,O95864,SC 26196,Enzymes,Other Oxygenases/Oxidases,Inhibitor
ENSG00000149485,FADS1,6106,O60427,T 3364366,Enzymes,Other Oxygenases/Oxidases,Inhibitor
ENSG00000221968,FADS3,NA,NA,NA,NA,NA,NA
ENSG00000168539,CHRM1,3569,P11229,Xanomeline oxalate,7-TM Receptors,M1 Receptors,Agonist
ENSG00000197901,SLC22A6,4107,Q4U2R8,Probenecid,Transporters,Multidrug Transporters,Inhibitor
ENSG00000149452,SLC22A8,NA,NA,NA,NA,NA,NA
ENSG00000149742,SLC22A9,NA,NA,NA,NA,NA,NA
ENSG00000126500,FLRT1,3037,Q9NZU1,SU 5416,Enzyme-Linked Receptors,VEGFR,Inhibitor
ENSG00000182450,KCNK4,6886,Q9NYG8,ML 67-33,Ion Channels,Two-P Potassium Channels,Activator
ENSG00000173153,ESRRA,NA,NA,NA,NA,NA,NA
ENSG00000162302,RPS6KA4,NA,NA,NA,NA,NA,NA
ENSG00000197891,SLC22A12,1098,Q96S37,Tranilast,Other Pharmacology,Miscellaneous Compounds,Other
ENSG00000110076,NRXN2,NA,NA,NA,NA,NA,NA
ENSG00000068831,RASGRP2,NA,NA,NA,NA,NA,NA
ENSG00000068976,PYGM,NA,NA,NA,NA,NA,NA
ENSG00000168067,MAP4K2,NA,NA,NA,NA,NA,NA
ENSG00000171219,CDC42BPG,NA,NA,NA,NA,NA,NA
ENSG00000213465,ARL2,NA,NA,NA,NA,NA,NA
ENSG00000273003,ARL2-SNX15,NA,NA,NA,NA,NA,NA
ENSG00000133884,DPF2,NA,NA,NA,NA,NA,NA
ENSG00000173338,KCNK7,NA,NA,NA,NA,NA,NA
ENSG00000173327,MAP3K11,NA,NA,NA,NA,NA,NA
ENSG00000173039,RELA,NA,NA,NA,NA,NA,NA
ENSG00000172977,KAT5,NA,NA,NA,NA,NA,NA
ENSG00000172543,CTSW,NA,NA,NA,NA,NA,NA
ENSG00000175294,CATSPER1,NA,NA,NA,NA,NA,NA
ENSG00000174903,RAB1B,NA,NA,NA,NA,NA,NA
ENSG00000174576,NPAS4,NA,NA,NA,NA,NA,NA
ENSG00000248746,ACTN3,NA,NA,NA,NA,NA,NA
ENSG00000174080,CTSF,NA,NA,NA,NA,NA,NA
ENSG00000173898,SPTBN2,NA,NA,NA,NA,NA,NA
ENSG00000173156,RHOD,NA,NA,NA,NA,NA,NA
ENSG00000173120,KDM2A,4464,Q9Y2K7,IOX 1,Enzymes,Histone Demethylases,Inhibitor
ENSG00000173120,KDM2A,5089,Q9Y2K7,TC-E 5002,Enzymes,Histone Demethylases,Inhibitor
ENSG00000173020,GRK2,5642,P25098,CMPD101,Enzymes,Heterotrimeric G-protein GTPases,Inhibitor
ENSG00000172531,PPP1CA,5553,P62136,Sephin 1,Enzymes,Protein Ser/Thr Phosphatases,Inhibitor
ENSG00000175634,RPS6KB2,0741,Q9UBS0,GF 109203X,Enzymes,Protein Kinase C,Inhibitor
ENSG00000175514,GPR152,NA,NA,NA,NA,NA,NA
ENSG00000175544,CABP4,NA,NA,NA,NA,NA,NA
ENSG00000167791,CABP2,NA,NA,NA,NA,NA,NA
ENSG00000084207,GSTP1,NA,NA,NA,NA,NA,NA
ENSG00000132746,ALDH3B2,NA,NA,NA,NA,NA,NA
ENSG00000006534,ALDH3B1,NA,NA,NA,NA,NA,NA
ENSG00000110090,CPT1A,5166,P50416,Perhexiline maleate,Enzymes,Other Transferases,Inhibitor
ENSG00000172938,MRGPRD,NA,NA,NA,NA,NA,NA
ENSG00000172935,MRGPRF,NA,NA,NA,NA,NA,NA
ENSG00000162341,TPCN2,NA,NA,NA,NA,NA,NA
ENSG00000287725,AP003071.5,NA,NA,NA,NA,NA,NA
ENSG00000110092,CCND1,0741,P24385,GF 109203X,Enzymes,Protein Kinase C,Inhibitor
ENSG00000110092,CCND1,2457,P24385,Arcyriaflavin A,Enzymes,Cyclin-dependent Kinase,Inhibitor
ENSG00000162344,FGF19,NA,NA,NA,NA,NA,NA
ENSG00000075388,FGF4,NA,NA,NA,NA,NA,NA
ENSG00000186895,FGF3,NA,NA,NA,NA,NA,NA
ENSG00000131620,ANO1,4876,Q5XXA6,Eact,Ion Channels,Ca2+-Activated Chloride Channels,Activator
ENSG00000165458,INPPL1,3718,O15357,AS 1949490,Enzymes,Inositol Phosphatases,Inhibitor
ENSG00000186642,PDE2A,0691,O00408,Dipyridamole,Transporters,Nucleoside Transporters,Inhibitor
ENSG00000186642,PDE2A,1692,O00408,Cilostazol,Enzymes,Phosphodiesterases,Inhibitor
ENSG00000186642,PDE2A,6405,O00408,PF 05180999,Enzymes,Phosphodiesterases,Inhibitor
ENSG00000186642,PDE2A,6641,O00408,Roflumilast,Enzymes,Phosphodiesterases,Inhibitor
ENSG00000186635,ARAP1,NA,NA,NA,NA,NA,NA
ENSG00000175591,P2RY2,NA,NA,NA,NA,NA,NA
ENSG00000171631,P2RY6,NA,NA,NA,NA,NA,NA
ENSG00000175582,RAB6A,NA,NA,NA,NA,NA,NA
ENSG00000149243,KLHL35,NA,NA,NA,NA,NA,NA
ENSG00000149257,SERPINH1,NA,NA,NA,NA,NA,NA
ENSG00000166391,MOGAT2,6765,Q3SYC2,JTP 103237,Enzymes,Other Transferases,Inhibitor
ENSG00000062282,DGAT2,4686,Q96PD7,Xanthohumol,Enzymes,p97 ATPase,Inhibitor
ENSG00000137507,LRRC32,NA,NA,NA,NA,NA,NA
ENSG00000182704,TSKU,NA,NA,NA,NA,NA,NA
ENSG00000149269,PAK1,5190,Q13153,FRAX 486,Enzymes,P21-activated Kinases,Inhibitor
ENSG00000048649,RSF1,NA,NA,NA,NA,NA,NA
ENSG00000118369,USP35,NA,NA,NA,NA,NA,NA
ENSG00000137502,RAB30,NA,NA,NA,NA,NA,NA
ENSG00000174804,FZD4,NA,NA,NA,NA,NA,NA
ENSG00000123892,RAB38,NA,NA,NA,NA,NA,NA
ENSG00000109861,CTSC,NA,NA,NA,NA,NA,NA
ENSG00000168959,GRM5,1027,P41594,PHCCC,7-TM Receptors,Glutamate (Metabotropic) Group I Receptors,Antagonist
ENSG00000168959,GRM5,2386,P41594,Fenobam,7-TM Receptors,Glutamate (Metabotropic) Group I Receptors,Modulator
ENSG00000168959,GRM5,2921,P41594,MTEP hydrochloride,7-TM Receptors,Glutamate (Metabotropic) Group I Receptors,Antagonist
ENSG00000168959,GRM5,3235,P41594,CDPPB,7-TM Receptors,Glutamate (Metabotropic) Group I Receptors,Modulator
ENSG00000168959,GRM5,3695,P41594,CHPG Sodium salt,7-TM Receptors,Glutamate (Metabotropic) Group I Receptors,Agonist
ENSG00000168959,GRM5,4134,P41594,NPS 2390,7-TM Receptors,Glutamate (Metabotropic) Group I Receptors,Antagonist
ENSG00000168959,GRM5,4323,P41594,VU 0360172 hydrochloride,7-TM Receptors,Glutamate (Metabotropic) Group I Receptors,Modulator
ENSG00000168959,GRM5,4416,P41594,ADX 10059 hydrochloride,7-TM Receptors,Glutamate (Metabotropic) Group I Receptors,Modulator
ENSG00000168959,GRM5,5322,P41594,VU 0409106,7-TM Receptors,Glutamate (Metabotropic) Group I Receptors,Modulator
ENSG00000168959,GRM5,5614,P41594,AZD 2066,7-TM Receptors,Glutamate (Metabotropic) Group I Receptors,Antagonist
ENSG00000168959,GRM5,5693,P41594,VU 0409551,7-TM Receptors,Glutamate (Metabotropic) Group I Receptors,Modulator
ENSG00000086991,NOX4,3545,Q9NPH5,Histamine dihydrochloride,7-TM Receptors,Histamine H1 Receptors,Agonist
ENSG00000086991,NOX4,6654,Q9NPH5,VAS 2870,Enzymes,"NADPH Oxidase",Inhibitor
ENSG00000134640,MTNR1B,0357,P49286,N-Acetyltryptamine,Enzymes,Other Transferases,Substrate
ENSG00000134640,MTNR1B,1034,P49286,4-P-PDOT,7-TM Receptors,Melatonin (MT) Receptors,Antagonist
ENSG00000134640,MTNR1B,3550,P49286,Melatonin,7-TM Receptors,Melatonin (MT) Receptors,Agonist
ENSG00000134640,MTNR1B,6777,P49286,TAK 375,7-TM Receptors,Melatonin (MT) Receptors,Agonist
ENSG00000181333,HEPHL1,NA,NA,NA,NA,NA,NA
ENSG00000110218,PANX1,6819,Q96RD7,Mefloquine hydrochloride,Cell biology,Gap Channels,Blocker
ENSG00000123901,GPR83,NA,NA,NA,NA,NA,NA
ENSG00000186280,KDM4D,NA,NA,NA,NA,NA,NA
ENSG00000235268,KDM4E,4972,B2RXH2,JIB 04,Enzymes,Histone Demethylases,Inhibitor
ENSG00000255855,KDM4F,NA,NA,NA,NA,NA,NA
ENSG00000149972,CNTN5,NA,NA,NA,NA,NA,NA
ENSG00000082175,PGR,1479,P06401,Mifepristone,Nuclear Receptors,Progesterone Receptor,Antagonist
ENSG00000082175,PGR,6285,P06401,Megestrol Acetate,Nuclear Receptors,Progesterone Receptor,Agonist
ENSG00000137672,TRPC6,6508,Q9Y210,GSK 1702934A,Ion Channels,TRPC,Activator
ENSG00000137693,YAP1,6482,P46937,XMU MP 1,Enzymes,Other Kinases,Inhibitor
ENSG00000023445,BIRC3,NA,NA,NA,NA,NA,NA
ENSG00000110330,BIRC2,NA,NA,NA,NA,NA,NA
ENSG00000137673,MMP7,NA,NA,NA,NA,NA,NA
ENSG00000137674,MMP20,NA,NA,NA,NA,NA,NA
ENSG00000137675,MMP27,NA,NA,NA,NA,NA,NA
ENSG00000118113,MMP8,4775,P22894,SD 2590 hydrochloride,Enzymes,Matrix Metalloprotease,Inhibitor
ENSG00000196611,MMP1,NA,NA,NA,NA,NA,NA
ENSG00000149968,MMP3,4775,P08254,SD 2590 hydrochloride,Enzymes,Matrix Metalloprotease,Inhibitor
ENSG00000262406,MMP12,NA,NA,NA,NA,NA,NA
ENSG00000137745,MMP13,2632,P45452,CL 82198 hydrochloride,Enzymes,Matrix Metalloprotease,Inhibitor
ENSG00000137745,MMP13,2633,P45452,WAY 170523,Enzymes,Matrix Metalloprotease,Inhibitor
ENSG00000137745,MMP13,4775,P45452,SD 2590 hydrochloride,Enzymes,Matrix Metalloprotease,Inhibitor
ENSG00000170962,PDGFD,NA,NA,NA,NA,NA,NA
ENSG00000152578,GRIA4,0189,P48058,DNQX,Ion Channels,AMPA Receptors,Antagonist
ENSG00000152578,GRIA4,3620,P48058,Topiramate,Ion Channels,Kainate Receptors,Antagonist
ENSG00000152578,GRIA4,5032,P48058,Talampanel,Ion Channels,AMPA Receptors,Antagonist
ENSG00000152578,GRIA4,5297,P48058,LY 404187,Ion Channels,AMPA Receptors,Modulator
ENSG00000152578,GRIA4,6353,P48058,UoS 12258,Ion Channels,AMPA Receptors,Modulator
ENSG00000182359,KBTBD3,NA,NA,NA,NA,NA,NA
ENSG00000152402,GUCY1A2,0880,P33402,ODQ,Cell biology,Other Nitric Oxide,Inhibitor
ENSG00000152402,GUCY1A2,4307,P33402,YC 1,Enzymes,Guanylyl Cyclase,Activator
ENSG00000179331,RAB39A,NA,NA,NA,NA,NA,NA
ENSG00000075239,ACAT1,6505,P24752,Avasimibe,Enzymes,Acyl-CoA:Cholesterol Acyltransferase,Inhibitor
ENSG00000149311,ATM,5140,Q13315,GSK 2830371,Enzymes,Protein Ser/Thr Phosphatases,Inhibitor
ENSG00000149311,ATM,6330,Q13315,AZ 5704,Enzymes,ATM & ATR Kinase,Inhibitor
ENSG00000170145,SIK2,5413,Q9H0K1,WH-4-023,Enzymes,Src Kinases,Inhibitor
ENSG00000170145,SIK2,6598,Q9H0K1,OD 36 hydrochloride,Enzymes,RIP Kinases,Inhibitor
ENSG00000149294,NCAM1,6164,P13591,SEA 0400,Transporters,Na+/Ca2+ Exchanger,Inhibitor
ENSG00000149295,DRD2,0706,P14416,7-Hydroxy-DPAT hydrobromide,7-TM Receptors,D3 Receptors,Agonist
ENSG00000149295,DRD2,0894,P14416,(RS)-(+/-)-Sulpiride,7-TM Receptors,Non-selective Dopamine,Antagonist
ENSG00000149295,DRD2,0895,P14416,(S)-(-)-Sulpiride,7-TM Receptors,Non-selective Dopamine,Antagonist
ENSG00000149295,DRD2,0937,P14416,Pimozide,7-TM Receptors,Non-selective Dopamine,Antagonist
ENSG00000149295,DRD2,0995,P14416,Spiperone hydrochloride,7-TM Receptors,5-HT2A Receptors,Antagonist
ENSG00000149295,DRD2,1003,P14416,"L-741,626",7-TM Receptors,D2 Receptors,Antagonist
ENSG00000149295,DRD2,1061,P14416,(-)-Quinpirole hydrochloride,7-TM Receptors,Non-selective Dopamine,Agonist
